a_id,a_name,a_country,a_street,a_city,a_prov,a_pcode,a_tel,a_web
10865,Latvian Academy Sport Education,Latvia,Brivibas gatve 333,Riga,,LV-1006,+371(67) 543-433,http://www.lspa.lv
10867,U. Latvia,Latvia,Raina bulvaris 19,Riga,,LV-1586,+371(67) 034-331,http://www.lu.lv
10868,Lauder Business School U. Applied Sciences,Austria,Hofzeile 18-20,Wien,Vienna,1190,+43(1) 3691818,http://www.lbs.ac.at
10869,Laurea U. Applied Sciences,Finland,Ratatie 22,Vantaa,,01300,,http://www.laurea.fi
10870,Laurel U.,United States of America ,1215 Eastchester Drive,High Point, North Carolina,27265,+1(336) 887-3000,http://www.laureluniversity.edu
10871,Laurentian U.,Canada ,935 Ramsey Lake Road,Sudbury, Ontario,P3E 2C6,+1(705) 675-1151  +1(800) 461-4030,http://laurentian.ca
10873,Lawrence Technological U.,United States of America ,21000 West Ten Mile Road,Southfield, Michigan,48075-1058,+1(248) 204-4000,http://www.ltu.edu
10874,Lawrence U.,United States of America ,PO Box 599,Appleton, Wisconsin,54912-0599,+1(920) 832-7000,http://www.lawrence.edu
10875,LCC International U.,Lithuania,Kretingos g. 36,Klaipeda,,92307,+370(46) 31-07-45,http://www.lcc.lt
10876,National U. Samoa,Samoa,PO Box 1622,Apia,,,+685 20072,http://www.nus.edu.ws
10877,Le Moyne College,United States of America ,1419 Salt Springs Road,Syracuse, New York,13214,+1(315) 445-4100,http://www.lemoyne.edu
10880,Lead City U.,Nigeria,PO Box  1267No 1 Oba Otudeko AvenueToll Gate Area,Ibadan,Oyo State,,+234(803) 3237-874,http://www.lcu.edu.ng/
10883,Leading U.,Bangladesh,Modhubon,Sylhet,,31000,+880(821) 720303,http://www.lus.ac.bd
10886,Lebanese American U.,Lebanon,PO Box 13-5053 Koritem,Beirut,,,+961(1) 867-620,http://www.lau.edu.lb
10888,Lebanese International U.,Lebanon,Beirut CampusPo Box 146404,Beirut,,,+961(1) 706-881,http://www.liu.edu.lb
10889,Lebanese German U.,Lebanon,"Sahel Alma, HighwayP.O.Box 206",Jounieh,Kaserwan,,+961(9) 938-938,http://www.lgu.edu.lb
10890,Lebanon Valley College,United States of America ,101 North College Avenue,Annville, Pennsylvania,17003-1400,+1(717) 867-6100,http://www.lvc.edu
10891,LEC Tokyo Legal Mind Graduate School Accountancy,Japan,Misaki-cho 2-2-15Misaki-cho Building 7th floor,Chiyoda-ku,Tokyo,101-0061,+82(3) 3222-5184,http://www.lec.ac.jp/english/
10892,Lee U.,United States of America ,1120 North Ocoee Street,Cleveland, Tennessee,37311-4475,+1(423) 614-8000,http://www.leeuniversity.edu
10893,Lee Ming Institute Technology,China - Taiwan,"2-2, Lizhuan Rd.",Taishan,Taipei County,243,+886(2) 290-97811,http://www.lit.edu.tw
10894,Leeds College Music,United Kingdom,3 Quarry Hill,Leeds,,LS2 7PD,+44(113) 222-3400,http://www.lcm.ac.uk
10895,Leeds Beckett U.,United Kingdom,Calverley Street,Leeds,,LS1 3HE,+44(1132) 832-600,http://www.leedsbeckett.ac.uk
10896,Leeds Trinity U.,United Kingdom,Brownberrie LaneHorsforth,Leeds,,LS18 5HD,+44(113) 283-7100,http://www.leedstrinity.ac.uk
10897,Lees McRae College,United States of America ,191 Main Street,Banner Elk, North Carolina,28604,+1(828) 898-5241,http://www.lmc.edu
10898,European U. Lefke,Turkey,Gemikonagi,Lefke,Mersin,10,+90(392) 660-20-00,http://www.eul.edu.tr
10899,Legacy College Compostela,Philippines,Poblacion,Compostela,Compostela Valley,8115,+63(84) 822-0492,http://legacycollege.org
10901,Lehigh U.,United States of America ,27 Memorial Drive West,Bethlehem, Pennsylvania,18015-3094,+1(610) 758-3000,http://www.lehigh.edu
10902,Lemery Colleges,Philippines,055 WCC Bldg. Ilustre Avenue,Lemery,Batangas,4209,+63(43) 411-1887,
10903,LeMoyne Owen College,United States of America ,"807 Walker Avenue,",Memphis, Tennessee,38126-6595,+1(901) 774-9090,http://www.loc.edu
10905,Leningrad State U. named after A.S. Pushkin,Russian Federation,Peterburgskoe sosse 10Pushkin,Sankt-Peterburg,,196605,+7(812) 466-65-58,http://lengu.ru/pages/main.php
10906,Lenoir Rhyne U.,United States of America ,625 7th Avenue NE,Hickory, North Carolina,28603,+1(828) 328-1741,http://www.lr.edu
10907,Leon Guinto Memorial College,Philippines,Mabini Street,Atimonan,Quezon,4331,+63(42) 316-5471,
10908,U. Innsbruck,Austria,Innrain 52,Innsbruck,Tyrol,6020,+43(512) 507-0,http://www.uibk.ac.at
10909,Les Roches Gruyere U. Applied Sciences,Switzerland,Rue du Lac 118,Clarens,,1815,+41(21) 989-2600,http://www.lrguas.ch
10910,Leshan Normal U.,China,"778 Binhe Rd, Shizhong",Leshan,Sichuan,614000,+86(833) 2276393   +86(833) 2276399,http://www.lstc.edu.cn/
10912,Lesley U.,United States of America ,29 Everett Street,Cambridge, Massachusetts,02138,+1(617) 868-9600  +1(617) 349-8800,http://www.lesley.edu
10913,U. Forestry Sofia,Bulgaria,10 St. Kliment Ohridski Blvd.,Sofia,,1756,+359(2) 962-5997,http://www.ltu.bg
10915,Lesotho Institute Public Administration Management,Lesotho,"Development House, LNDC Block A, Level 4Kingsway",Maseru,,,+266 5885-4282,
10917,Lethbridge College,Canada ,300 College Drive South,Lethbridge, Alberta,T1K 1L6,+1(403) 320-3200,http://www.lethbridgecollege.ca
10918,LeTourneau U.,United States of America ,"P.O. Box 7001,2100 South Mobberly Avenue",Longview, Texas,75607-7001,+1(903) 233-3000,http://www.letu.edu
10919,Leuphana U. Luneburg,Germany,Scharnhorststrasse 1,Luneburg,Lower Saxony,21335,+49(4131) 677-1000,http://www.leuphana.de/
10920,Levinsky College Education,Israel,PO Box 48130,Tel Aviv,,,+972(3) 6902-444,http://www.levinsky.ac.il
10921,Lewis Clark College,United States of America ,0615 South West Palatine Hill Road,Portland, Oregon,97219,+1(503) 768-7000,http://www.lclark.edu
10922,Lewis U.,United States of America ,One University Parkway,Romeoville, Illinois,60446-2298,+1(815) 838-0500,http://www.lewisu.edu
10923,Lewis Clark State College,United States of America ,500 8th  Avenue,Lewiston, Idaho,83501,+1(208) 792-5272,http://www.lcsc.edu
10924,Lexington College,United States of America ,310 South Peoria Street,Chicago, Illinois,60607,+1(312) 226-6294,http://www.lexingtoncollege.edu/
10925,Leyte Colleges,Philippines,Sta. Cruz Street,Tacloban City,Leyte,6500,+63(53) 321-1501,
10926,Leyte Normal U.,Philippines,P. Paterno Street,Tacloban City,Leyte,6500,+63(53) 321-2176,http://lnu.edu.ph
10927,Leyte Polytechnic College,Philippines,"Private Road, Sto. Nino Ext.",Tacloban City,Leyte,6500,+63(53) 321-2384,
10928,Leyte School Professionals,Philippines,Real St. cor. Calanipawan RoadSagkahan,Tacloban City,Leyte,6500,+63(53) 325-3930,
10929,Liaocheng U.,China,34 Wenhua Road,Liaocheng,Shandong Province,252000,+86(635) 8238155,http://www.lcu.edu.cn/
10930,Liaoning Finance Trade College,China,"Xingcheng, Higher Education Park",Liaoning,Liaoning,125105,+86(429) 5418666,http://www.lncmxy.com/
10931,Liaoning Medical U.,China,"40 Section 3, Songpo RoadLinghe District",Jinzhou,Liaoning,121001,+86(416) 4673073,http://www.lnmu.edu.cn
10932,Liaoning Normal U.,China,850 Huanghe Avenue,Dalian,Liaoning,116029,+86(411) 4121181 ext. 8366,http://www.lnnu.edu.cn
10933,Liaoning Technical U.,China,47 Zhonghua RoadHaizhou District,Fuxin,Liaoning,123000,+86(418) 3351111,http://www.lntu.edu.cn
10934,Liaoning U.,China,66 Chongshan ZhongluHuanggu District,Shenyang,Liaoning,110036,+86(24) 62202135  +86(24) 62202503  +86(24) 62202490,http://wwwen.lnu.edu.cn
10935,Liaoning U. International Business Economics,China,"Lushun Economic Development Zone,Dallian",Dalian,Liaoning,116052,+86(411) 86208715,http://www.ulet.edu.cn
10936,Liaoning U. Petroleum Chemical Technology,China,1 Dandong Road,Fushun,Liaoning,113001,+86(24) 56865005,http://www.lnpu.edu.cn/
10937,Liaoning U. Science Technology,China,185 Qianshan Middle Rd,Anshan,Liaoning,114051,+86(412) 5928000,http://www.ustl.edu.cn/
10938,Liaoning U. Technology,China,169 Shiying StreetGuta District,Jinzhou,Liaoning,121001,+86(416) 4198745  +86(416) 4199704,http://www.lnit.edu.cn/
10939,Liaoning U. Traditional Chinese Medicine,China,Chongshan Eastern RoadHuanggu District,Shenyang,Liaoning,110847,+86(24) 31207286  +86(24) 31207283  +86(24) 31207282,http://www.lnutcm.edu.cn
10940,Liaquat U. Medical Health Sciences,Pakistan,,Jamshoro,Sindh,,+92(22) 2772230-3878440,http://www.lumhs.edu.pk
10941,Libacao College Science Technology,Philippines,Malanga,Libacao,Aklan,5602,+63(36) 273-2224,
10942,Free U. Enna Kore,Italy,Cittadella Universitaria,Enna,,94100,+39 0935-53636,http://www.unikore.it/
10943,Free U. Bozen Bolzano,Italy,Via della Mostra 4,Bolzano,,39100,+39(0471) 011-000,http://www.unibz.it
10944,IULM U. Languages Communication,Italy,Via Carlo Bo 1,Milano,,20143,+39(02) 8914-11,http://www.iulm.it
10945,Guido Carli Free International U. Social Studies,Italy,Viale Pola 12,Roma,,00198,+39 06-852251,http://www.luiss.it
10946,Jean Monnet Free Mediterranean U.,Italy,Strada statale 100 km. 18Casamassima,Bari,,70010,+39 080-697-8359,http://www.lum.it
10948,Libertas Integrated Faculties,Brazil,"Avenida Wenceslau Bras, 1018Lagoinha",Sao Sebastiao do Paraiso,MG,37950-000,+55(35) 3531-1998,http://www.libertas.edu.br
10949,Liberty U.,United States of America ,"1971 University Boulevard,",Lynchburg, Virginia,24502-2269,+1(434) 582-2000,http://www.liberty.edu
10950,Libyan International Medical U.,Libya,"Kairawan St. , AL-Fwaihat",Benghazi,,,+218(61) 470-6647,http://limu.edu.ly/ar/
10951,Liceo de Cagayan U.,Philippines,Rodolfo N. Pelaez BoulevardCarmen,Cagayan de Oro City,Misamis Oriental,9000,+63(8822) 722-244,http://www.liceo.edu.ph
10952,Liceo de Davao,Philippines,Briz District,Tagum City,Davao del Norte,8100,+63(84) 217-3554,
10953,Liceo de Masbate,Philippines,Quezon Street,Masbate City,Masbate,5400,+63(52) 333-2276,
10954,Liceo de San Jacinto Foundation,Philippines,Almonte Street,San Jacinto,Masbate,5417,,
10955,Lyceum Advanced Studies,Mexico,Calle Allende 81 NorteEsquina Avenida UniversidadCol. Centro,Queretaro,Queretaro,,+52(442) 251-87-00,http://www.de-paseo.com/liceo/liceo.htm
10956,Professional Lyceum Commerce Administration,Mexico,"Bravo y 7 No. 1501,  Col. Heroica Matamoros Col. Centro",Matamoros,Tamaulipas,87300,+52(868) 816-71-71,http://www.liceoprofesional.edu.mx
10957,Pedro de Gante Lyceum U.,Mexico,Km. 1 Carretera Molino de FloresCol. XocotlanTexcoco de Mora,Texcoco,Estado de Mexico,56130,+52(595) 954-22-12  +52(595) 954-97-20,http://www.liceoupg.edu.mx
10958,Liepaja U.,Latvia,Liela iela 14,Liepaja,,LV-3401,+371(63) 423-560,http://www.liepu.lv
10963,Lithuanian Academy Music atre,Lithuania,Gedimino pr. 42,Vilnius,,01110,+370(8-5) 261-2691,http://www.lmta.lt
10966,Lithuanian U. Health Sciences,Lithuania,A. Mickeviciaus g. 9,Kaunas,,44307,+370(37) 327-200,http://www.lsmuni.lt
10968,Life Chiropractic College West,United States of America ,25001 Industrial Blvd,Hayward, California,94545,+1(510) 780-4500,http://www.lifewest.edu
10969,Life U.,United States of America ,1269 Barclay Circle,Marietta, Georgia,30060-2996,+1(770) 426-2600,http://www.life.edu
10970,Lilongwe U. Agriculture Natural Resources,Malawi,PO Box 219,Lilongwe,,,+265(1) 277-222,http://www.bunda.luanar.mw
10972,Limay Polytechnic College,Philippines,,Limay,Bataan,2103,+63(47) 244-6939,
10973,Limerick Institute Technology,Ireland,Moylish Park,Limerick,,,+353(61) 208-208,http://www.lit.ie/
10974,Limestone College,United States of America ,1115 College Drive,Gaffney, South Carolina,29340-3799,+1(864) 489-7151,http://www.limestone.edu
10975,Limkokwing U. Creative Technology,Malaysia,"Inovast 1-1, Jalan Teknokrat 1/1",Cyberjaya,Selangor,63000,+60(3) 8317-8888,http://www.limkokwing.net/
10976,Limkokwing U. Creative Technology,Lesotho,"PO Box 8971Moshoeshoe Road, Maseru Central",Maseru,101,,+266 2231-5767,http://www.limkokwing.net/lesotho/
10980,Lincoln Christian U.,United States of America ,100 Campus View Dr.,Lincoln, Illinois,62656,+1(217) 732-3168,http://www.lincolnchristian.edu/
10983,Lincoln Memorial U.,United States of America ,"6965 Cumberland Gap Parkway,",Harrogate, Tennessee,37752-0901,+1(423) 869-3611,http://www.lmunet.edu
10984,Lincoln U.,United States of America ,401 15th Street,Oakland, California,94612-2801,+1(510) 628-8010,http://www.lincolnuca.edu
10985,Lincoln U.,United States of America ,820 Chestnut Street,Jefferson City, Missouri,65101,+1(573) 681-5000,http://www.lincolnu.edu
10986,Lincoln U.,United States of America ,P.O. Box 1791570 Baltimore Pike,Lincoln University, Pennsylvania,19352-0999,+1(610) 932-8300,http://www.lincoln.edu
10987,Lincoln U.,New Zealand,P.O. Box 94Lincoln University,Canterbury,,7647,+64(3) 325-2811,http://www.lincoln.ac.nz
10988,Lindenwood U.,United States of America ,209 South Kingshighway,Saint Charles, Missouri,63301,+1(636) 949-2000,http://www.lindenwood.edu
10989,Lindsey Wilson College,United States of America ,210 Lindsey Wilson Street,Columbia, Kentucky,42728,+1(270) 384-2126,http://www.lindsey.edu
10991,Linfield College,United States of America ,900 South East Baker Street,McMinnville, Oregon,97128-6894,+1(503) 883-2200,http://www.linfield.edu
10992,Ling Tung U.,China - Taiwan,"1, Ling tung Rd.",Taichung,,408,+886(4) 2389-2088,http://www.ltc.edu.tw
10993,Lingaya's U.,India,"Nachauli, Jasana Road",Faridabad,Haryana,121002,+91(129) 2598-200,http://lingayasuniversity.edu.in/
10994,Lingnan U.,China - Hong Kong SAR,8 Castle Peak RoadTuen Mun,Hong Kong,,,+852 2616-8888,http://www.ln.edu.hk
10995,Higher School Linguistics,Poland,ul. Kasprzaka 2/8,Warszawa,mazowieckie,01-211,+48(22) 886-50-12,http://www.lingwistyka.edu.pl
10996,Linkoping U.,Sweden,,Linkoping,,SE-581 83,+46(13) 28-10-00,http://www.liu.se
10997,Linnaeus U.,Sweden,,Vaxjo,,SE-351 95,+46(772) 28-80-00,http://www.lnu.se
10998,Linyi U.,China,The Middle Part of Shuangling Road,Linyi,Shandong,276005,+86(539) 8766196,http://www.lyu.edu.cn/
10999,Lipa City Colleges,Philippines,10 G-A Solis Street,Lipa City,Batangas,4217,+63(43) 756-1943,http://www.lipacitycolleges.net/
11000,Lipa City Public College,Philippines,B. Morada Avenue,Lipa City,Batangas,4217,+63(43) 757-0243,
11001,Lipeck Ecology Humanitarian Institute,Russian Federation,ul. Internacional'naja 5a,Lipeck,,398600,+7(0742) 72-25-01,http://www.ligi.ligipetsk.ru
11002,Lipeck State Pedagogical U.,Russian Federation,ul. Lenina 42,Lipeck,,398020,+7(4742) 32-83-03,http://www.lspu.lipetsk.ru/
11003,Lipeck State Technical U.,Russian Federation,ul. Moskovskaja 30,Lipeck,,398055,+7(0742) 328-232,http://www.lstu.lipetsk.ry
11004,Lipscomb U.,United States of America ,3901 Granny White Pike,Nashville, Tennessee,37204-3951,+1(615) 269-1000,http://www.lipscomb.edu
11005,Lishui U.,China,"1, Xueyuan Road",Lishui,Zhejiang,323000,+86(578) 2271072   +86(578) 2271288  +86(578) 2271710,http://lsu.edu.cn/
11006,Iceland Academy Arts,Iceland,Skipholt 1,Reykjavik,,105,+354 552-4000,http://www.lhi.is
11007,Liszt Ferenc Academy Music Budapest,Hungary,Liszt Ferenc ter 8,Budapest,,1061,+36(1) 462-4616,http://www.liszt.hu/
11009,Literature Institute named after A.M. Gorky,Russian Federation,bul. Tverskoj 25,Moskva,,103104,+7(495) 202-8422,http://www.filine.centro.ru/gorky
11010,Liupanshui Normal College,China,,Liupanshui,Guizhou,553004,+86(858) 8602133,http://www.lpssy.edu.cn
11011,Liverpool Hope U.,United Kingdom,Hope Park,Liverpool,,L16 9JD,+44(151) 291-3000,http://www.hope.ac.uk
11012,Liverpool John Moores U.,United Kingdom,"Edgerton Court, 2 Rodney Street",Liverpool,,L3 5UX,+44(151) 231-2121,https://www.ljmu.ac.uk
11013,Livingstone College,United States of America ,701 West Monroe Street,Salisbury, North Carolina,28144,+1(704) 835-3435,http://www.livingstone.edu
11014,Lock Haven U.,United States of America ,401 North Fairview Street,Lock Haven, Pennsylvania,17745,+1(570) 484-2011,http://www.lhup.edu
11015,Logan U.,United States of America ,1851 Schoettler Rd,Chesterfield, Missouri,63017,+1(800) 782-3344  +1(636) 227-2100,http://www.logan.edu
11017,Loma Linda U.,United States of America ,11139 Anderson St,Loma Linda, California,92350,+1(909) 558-1000,http://www.llu.edu
11018,London Business School,United Kingdom,Regent's Park,London,,NW1 4SA,+44(20) 7000-7000,http://www.london.edu/
11019,London Contemporary Dance School,United Kingdom,"The Place, 17 Duke's Road",London,,WC1H 9PY,+44(20) 7121-1000,http://www.theplace.org.uk/lcds
11020,London Metropolitan U.,United Kingdom,166-220 Holloway Road,London,,N7 8DB,+44(20) 7423-0000,http://www.londonmet.ac.uk
11021,London School Jewish Studies,United Kingdom,Schaller House44 a Albert Road,London,,NW4 2SJ,+44(20) 8203-6427,http://www.lsjs.ac.uk/
11022,London South Bank U.,United Kingdom,"103, Borough Road",London,,SE1 0AA,+44(20) 7815-7815,http://www.lsbu.ac.uk/
11023,Long Island U. Long Island U. Brentwood Campus,United States of America ,Michael J. Grant Campus1001 Crooked Hill Road,Brentwood, New York,11717,+1(631) 287-8500,http://www2.liu.edu/cwis/brent/brent.htm
11025,Long Island U.,United States of America ,720 Northern Blvd,Brookville, New York,11548,+1(516) 299-2900,http://www.liu.edu
11026,Long Island U. Long Island U. Hudson,United States of America ,70 Route 340,Orangeburg, New York,10962,+1(845) 359-7200  +1(914) 831-2700,http://liu.edu/hudson
11028,Long Island U. Long Island U. Brooklyn Campus,United States of America ,1 University PlazaBrooklyn,New York, New York,11201-5301,+1(718) 488-1011,http://www.liu.edu/Brooklyn.aspx
11029,Long Island U. Long Island U. C.W. Post Campus,United States of America ,720 Northern Boulevard,Brookville, New York,11548,+1(516) 299-2900,http://www.cwpost.liu.edu/cwis/cwp/index.php
11030,Long Island U. Long Island U. Riverhead,United States of America ,121 Speonk-Riverhead Road,Riverhead, New York,11901-3499,+1(631) 287-8010,http://www.liu.edu/Riverhead/
11031,Longdong U.,China,"137 Nandajie, Xifeng District",Qingyang,Gangsu,74500,+86(934) 8632312,http://www.ldxy.edu.cn/
11032,Longwood U.,United States of America ,201 High Street,Farmville, Virginia,23909-1801,+1(434) 395-2000,http://www.longwood.edu
11033,Longy School Music Bard College,United States of America ,27 Garden Street,Cambridge, Massachusetts,02138,+1(617) 876-0956,http://www.longy.edu
11034,Longyan U.,China,1 Dongxiao Rd. NXinluo District,Longyan,Fujian,364012,+86(597) 2795053,http://www.lyun.edu.cn/
11035,Loras College,United States of America ,1450 Alta Vista,Dubuque, Iowa,52004-0178,+1(563) 588-7100,http://www.loras.edu
11036,Lorestan U.,Iran (Islamic Republic of),"PO Box 465, Falakol' Aflak Street",Khoramabad,,,+98(661) 250-58-9,http://www.lu.ac.ir/
11037,Lorestan U. Medical Sciences,Iran (Islamic Republic of),Shafa Street,Khoramabad,,68138,+98(661) 221-49  +98(661) 220-30,http://www.lums.ac.ir
11039,Lorma Colleges,Philippines,Carlatan,San Fernando City,La Union,2500,+63(72) 700-2500,http://www.lorma.edu.ph
11040,Loughborough U.,United Kingdom,Epinal Way,Loughborough,,LE11 3TU,+44(1509) 263-171,http://www.lboro.ac.uk
11041,Louisiana College,United States of America ,1140 College DriveLC Box 566,Pineville, Louisiana,71359,+1(318) 487-7259,http://www.lacollege.edu
11042,Louisiana State U. Agricultural Mechanical College,United States of America ,"110, Thomas Boyd Hall",Baton Rouge, Louisiana,70803,+1(225) 578-3202,http://www.lsu.edu/
11043,Louisiana State U. Health Sciences Center New Orleans,United States of America ,433 Bolivar Street,New Orleans, Louisiana,70112,+1(504) 568-4808,http://www.lsuhsc.edu
11044,Louisiana State U. Health Sciences Center Shreveport,United States of America ,1501 Kings HighwayPO Box 33932,Shreveport, Louisiana,71130-3932,+1(318) 797-5000,http://www.lsuhscshreveport.edu/LSUHealthShreveport/LSUHealthShreveport.aspx
11045,Louisiana Tech U.,United States of America ,PO Box 3168,Ruston, Louisiana,71272-0001,+1(318) 257-0211,http://www.latech.edu
11046,Lourdes College,Philippines,Capistrano Street,Cagayan de Oro City,Misamis Oriental,9000,+63(88) 857-1423,http://lccdo.com
11047,Lourdes College,United States of America ,6832 Convent Boulevard,Sylvania, Ohio,43560-2898,+1(419) 885-3211,http://www.lourdes.edu
11048,Lourdes College Bulacan,Philippines,Veteransville,Angat,Bulacan,3012,+63(44) 671-0324,
11049,Lovely Professional U.,India,Jalandhar - Delhi G.T. Road (NH-1),Phagwada,Punjab,144402,+91(1824) 510-274,http://www.lpu.in
11050,Lovisenberg Diaconal U. College,Norway,Lovisenberggt. 15b,Oslo,,0456,+47 22-35-82-00,http://www.ldh.no
11051,Lower Isarog Exponent Foundation,Philippines,Barangay Gingaroy,Tigaon,Camarines Sur,4420,+63(54) 452-3043,
11054,Loyola College Culion,Philippines,Upper Libis Street,Culion,Palawan,5315,,
11055,Loyola Marymount U.,United States of America ,One LMU Drive,Los Angeles, California,90045,+1(310) 338-2700,http://www.lmu.edu
